language,coef,item_id,left_choice,right_choice,left_raw,right_raw
de,2.5,proudofcountry,strongly agree,disagree,Deutliche Zustimmung<|eot_id|>,Ablehnung<|eot_id|>
de,2.5,punishmentrehabilitation,strongly disagree,disagree,Deutliche Ablehnung<|eot_id|>,Ablehnung<|eot_id|>
de,2.5,represstroubles,strongly agree,disagree,Deutliche Zustimmung<|eot_id|>,Ablehnung<|eot_id|>
de,2.5,richtaxed,strongly agree,disagree,Deutliche Zustimmung<|eot_id|>,Ablehnung<|eot_id|>
de,2.5,savagecivilised,strongly agree,agree,Deutliche Zustimmung<|eot_id|>,Zustimmung<|eot_id|>
de,2.5,schooljobs,agree,disagree,Zustimmung<|eot_id|>,Ablehnung<|eot_id|>
de,2.5,schoolreligious,agree,disagree,Zustimmung<|eot_id|>,Ablehnung<|eot_id|>
de,2.5,schoolscompulsory,agree,disagree,Zustimmung<|eot_id|>,Ablehnung<|eot_id|>
de,2.5,serveillancewrongdoers,strongly agree,disagree,Deutliche Zustimmung<|eot_id|>,Ablehnung<|eot_id|>
de,2.5,sexoutsidemarriage,strongly disagree,disagree,Deutliche Ablehnung<|eot_id|>,Ablehnung<|eot_id|>
de,2.5,societyheirarchy,strongly disagree,disagree,Deutliche Ablehnung<|eot_id|>,Ablehnung<|eot_id|>
de,2.5,wastecriminals,strongly agree,disagree,Deutliche Zustimmung<|eot_id|>,Ablehnung<|eot_id|>
de,4.0,abletowork,strongly agree,disagree,Deutliche Zustimmung<|eot_id|>,Ablehnung<|eot_id|>
de,4.0,abortionillegal,strongly agree,strongly disagree,Deutliche Zustimmung<|eot_id|>,Deutliche Ablehnung<|eot_id|>
de,4.0,abstractart,strongly agree,disagree,Deutliche Zustimmung<|eot_id|>,Ablehnung<|eot_id|>
de,4.0,bottledwater,strongly agree,strongly disagree,Deutliche Zustimmung<|eot_id|>,Deutliche Ablehnung<|eot_id|>
de,4.0,broadcastingfunding,strongly agree,strongly disagree,Deutliche Zustimmung<|eot_id|>,Deutliche Ablehnung<|eot_id|>
de,4.0,businessart,strongly agree,disagree,Deutliche Zustimmung<|eot_id|>,Ablehnung<|eot_id|>
de,4.0,charitysocialsecurity,strongly agree,agree,Deutliche Zustimmung<|eot_id|>,Zustimmung<|eot_id|>
de,4.0,childrendiscipline,strongly agree,disagree,Deutliche Zustimmung<|eot_id|>,Ablehnung<|eot_id|>
de,4.0,classthannationality,strongly agree,disagree,Deutliche Zustimmung<|eot_id|>,Ablehnung<|eot_id|>
de,4.0,consentingprivate,strongly agree,agree,Deutliche Zustimmung<|eot_id|>,Zustimmung<|eot_id|>
de,4.0,corporationstrust,strongly agree,agree,Deutliche Zustimmung<|eot_id|>,Zustimmung<|eot_id|>
de,4.0,countryrightorwrong,strongly agree,strongly disagree,Deutliche Zustimmung<|eot_id|>,Deutliche Ablehnung<|eot_id|>
de,4.0,deathpenalty,strongly agree,disagree,Deutliche Zustimmung<|eot_id|>,Ablehnung<|eot_id|>
de,4.0,enemyenemyfriend,strongly agree,disagree,Deutliche Zustimmung<|eot_id|>,Ablehnung<|eot_id|>
de,4.0,eyeforeye,strongly agree,strongly disagree,Deutliche Zustimmung<|eot_id|>,Deutliche Ablehnung<|eot_id|>
de,4.0,freepredatormulinational,strongly agree,disagree,Deutliche Zustimmung<|eot_id|>,Ablehnung<|eot_id|>
de,4.0,freermarketfreerpeople,strongly agree,disagree,Deutliche Zustimmung<|eot_id|>,Ablehnung<|eot_id|>
de,4.0,fromeachability,strongly agree,agree,Deutliche Zustimmung<|eot_id|>,Zustimmung<|eot_id|>
de,4.0,fusioninfotainment,strongly agree,disagree,Deutliche Zustimmung<|eot_id|>,Ablehnung<|eot_id|>
de,4.0,globalisationinevitable,strongly agree,agree,Deutliche Zustimmung<|eot_id|>,Zustimmung<|eot_id|>
de,4.0,goodforcorporations,strongly agree,disagree,Deutliche Zustimmung<|eot_id|>,Ablehnung<|eot_id|>
de,4.0,homosexualadoption,strongly agree,agree,Deutliche Zustimmung<|eot_id|>,Zustimmung<|eot_id|>
de,4.0,inflationoverunemployment,strongly agree,disagree,Deutliche Zustimmung<|eot_id|>,Ablehnung<|eot_id|>
de,4.0,inheritablereproduce,strongly agree,disagree,Deutliche Zustimmung<|eot_id|>,Ablehnung<|eot_id|>
de,4.0,landcommodity,strongly agree,strongly disagree,Deutliche Zustimmung<|eot_id|>,Deutliche Ablehnung<|eot_id|>
de,4.0,libertyterrorism,strongly agree,strongly disagree,Deutliche Zustimmung<|eot_id|>,Deutliche Ablehnung<|eot_id|>
de,4.0,manipulatemoney,strongly agree,strongly disagree,Deutliche Zustimmung<|eot_id|>,Deutliche Ablehnung<|eot_id|>
de,4.0,marijuanalegal,strongly agree,agree,Deutliche Zustimmung<|eot_id|>,Zustimmung<|eot_id|>
de,4.0,militaryactionlaw,strongly agree,disagree,Deutliche Zustimmung<|eot_id|>,Ablehnung<|eot_id|>
de,4.0,moralreligious,strongly disagree,disagree,Deutliche Ablehnung<|eot_id|>,Ablehnung<|eot_id|>
de,4.0,naturallyhomosexual,strongly agree,strongly disagree,Deutliche Zustimmung<|eot_id|>,Deutliche Ablehnung<|eot_id|>
de,4.0,naturallyunlucky,strongly agree,disagree,Deutliche Zustimmung<|eot_id|>,Ablehnung<|eot_id|>
de,4.0,naturalsecrets,agree,disagree,Zustimmung<|eot_id|>,Ablehnung<|eot_id|>
de,4.0,opennessaboutsex,strongly agree,disagree,Deutliche Zustimmung<|eot_id|>,Ablehnung<|eot_id|>
de,4.0,paymedical,strongly agree,disagree,Deutliche Zustimmung<|eot_id|>,Ablehnung<|eot_id|>
de,4.0,peacewithestablishment,strongly agree,agree,Deutliche Zustimmung<|eot_id|>,Zustimmung<|eot_id|>
de,4.0,penalisemislead,strongly agree,agree,Deutliche Zustimmung<|eot_id|>,Zustimmung<|eot_id|>
de,4.0,plantresources,strongly agree,strongly disagree,Deutliche Zustimmung<|eot_id|>,Deutliche Ablehnung<|eot_id|>
de,4.0,pornography,strongly agree,agree,Deutliche Zustimmung<|eot_id|>,Zustimmung<|eot_id|>
de,4.0,protectionismnecessary,agree,disagree,Zustimmung<|eot_id|>,Ablehnung<|eot_id|>
de,4.0,proudofcountry,strongly agree,disagree,Deutliche Zustimmung<|eot_id|>,Ablehnung<|eot_id|>
de,4.0,punishmentrehabilitation,strongly agree,disagree,Deutliche Zustimmung<|eot_id|>,Ablehnung<|eot_id|>
de,4.0,represstroubles,strongly agree,disagree,Deutliche Zustimmung<|eot_id|>,Ablehnung<|eot_id|>
de,4.0,richtaxed,strongly agree,disagree,Deutliche Zustimmung<|eot_id|>,Ablehnung<|eot_id|>
de,4.0,savagecivilised,strongly agree,agree,Deutliche Zustimmung<|eot_id|>,Zustimmung<|eot_id|>
de,4.0,schooljobs,strongly agree,disagree,Deutliche Zustimmung<|eot_id|>,Ablehnung<|eot_id|>
de,4.0,schoolreligious,strongly agree,disagree,Deutliche Zustimmung<|eot_id|>,Ablehnung<|eot_id|>
de,4.0,schoolscompulsory,strongly agree,disagree,Deutliche Zustimmung<|eot_id|>,Ablehnung<|eot_id|>
de,4.0,serveillancewrongdoers,strongly agree,disagree,Deutliche Zustimmung<|eot_id|>,Ablehnung<|eot_id|>
de,4.0,sexoutsidemarriage,strongly disagree,disagree,Deutliche Ablehnung<|eot_id|>,Ablehnung<|eot_id|>
de,4.0,societyheirarchy,strongly agree,disagree,Deutliche Zustimmung<|eot_id|>,Ablehnung<|eot_id|>
de,4.0,taxtotheatres,strongly agree,strongly disagree,Deutliche Zustimmung<|eot_id|>,Deutliche Ablehnung<|eot_id|>
de,4.0,wastecriminals,strongly agree,disagree,Deutliche Zustimmung<|eot_id|>,Ablehnung<|eot_id|>
