model,root,side,language,coef,stance,count,total,parsed,parse_rate,proportion_total,proportion_parsed,mean_choice
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,de,2.5,agree,2,62,62,1.0,0.03225806451612903,0.03225806451612903,0.6935483870967742
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,de,2.5,strongly agree,12,62,62,1.0,0.1935483870967742,0.1935483870967742,0.6935483870967742
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,de,2.5,unparsed,0,62,62,1.0,0.0,,0.6935483870967742
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,de,4.0,strongly disagree,45,62,62,1.0,0.7258064516129032,0.7258064516129032,0.6935483870967742
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,de,4.0,disagree,3,62,62,1.0,0.04838709677419355,0.04838709677419355,0.6935483870967742
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,de,4.0,agree,2,62,62,1.0,0.03225806451612903,0.03225806451612903,0.6935483870967742
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,de,4.0,strongly agree,12,62,62,1.0,0.1935483870967742,0.1935483870967742,0.6935483870967742
Qwen2.5-7B-Instruct,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925,right,de,4.0,unparsed,0,62,62,1.0,0.0,,0.6935483870967742
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,en,0.0,strongly disagree,8,62,52,0.8387096774193549,0.12903225806451613,0.15384615384615385,1.4038461538461537
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,en,0.0,disagree,18,62,52,0.8387096774193549,0.2903225806451613,0.34615384615384615,1.4038461538461537
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,en,0.0,agree,23,62,52,0.8387096774193549,0.3709677419354839,0.4423076923076923,1.4038461538461537
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,en,0.0,strongly agree,3,62,52,0.8387096774193549,0.04838709677419355,0.057692307692307696,1.4038461538461537
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,en,0.0,unparsed,10,62,52,0.8387096774193549,0.16129032258064516,,1.4038461538461537
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,en,0.8,strongly disagree,8,62,52,0.8387096774193549,0.12903225806451613,0.15384615384615385,1.4038461538461537
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,en,0.8,disagree,18,62,52,0.8387096774193549,0.2903225806451613,0.34615384615384615,1.4038461538461537
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,en,0.8,agree,23,62,52,0.8387096774193549,0.3709677419354839,0.4423076923076923,1.4038461538461537
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,en,0.8,strongly agree,3,62,52,0.8387096774193549,0.04838709677419355,0.057692307692307696,1.4038461538461537
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,en,0.8,unparsed,10,62,52,0.8387096774193549,0.16129032258064516,,1.4038461538461537
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,en,1.5,strongly disagree,9,62,52,0.8387096774193549,0.14516129032258066,0.17307692307692307,1.3846153846153846
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,en,1.5,disagree,17,62,52,0.8387096774193549,0.27419354838709675,0.3269230769230769,1.3846153846153846
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,en,1.5,agree,23,62,52,0.8387096774193549,0.3709677419354839,0.4423076923076923,1.3846153846153846
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,en,1.5,strongly agree,3,62,52,0.8387096774193549,0.04838709677419355,0.057692307692307696,1.3846153846153846
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,en,1.5,unparsed,10,62,52,0.8387096774193549,0.16129032258064516,,1.3846153846153846
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,en,2.5,strongly disagree,10,62,52,0.8387096774193549,0.16129032258064516,0.19230769230769232,1.3461538461538463
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,en,2.5,disagree,17,62,52,0.8387096774193549,0.27419354838709675,0.3269230769230769,1.3461538461538463
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,en,2.5,agree,22,62,52,0.8387096774193549,0.3548387096774194,0.4230769230769231,1.3461538461538463
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,en,2.5,strongly agree,3,62,52,0.8387096774193549,0.04838709677419355,0.057692307692307696,1.3461538461538463
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,en,2.5,unparsed,10,62,52,0.8387096774193549,0.16129032258064516,,1.3461538461538463
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,en,4.0,strongly disagree,9,62,49,0.7903225806451613,0.14516129032258066,0.1836734693877551,1.346938775510204
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,en,4.0,disagree,17,62,49,0.7903225806451613,0.27419354838709675,0.3469387755102041,1.346938775510204
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,en,4.0,agree,20,62,49,0.7903225806451613,0.3225806451612903,0.40816326530612246,1.346938775510204
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,en,4.0,strongly agree,3,62,49,0.7903225806451613,0.04838709677419355,0.061224489795918366,1.346938775510204
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,en,4.0,unparsed,13,62,49,0.7903225806451613,0.20967741935483872,,1.346938775510204
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,it,0.0,strongly disagree,2,62,34,0.5483870967741935,0.03225806451612903,0.058823529411764705,1.3235294117647058
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,it,0.0,disagree,23,62,34,0.5483870967741935,0.3709677419354839,0.6764705882352942,1.3235294117647058
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,it,0.0,agree,5,62,34,0.5483870967741935,0.08064516129032258,0.14705882352941177,1.3235294117647058
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,it,0.0,strongly agree,4,62,34,0.5483870967741935,0.06451612903225806,0.11764705882352941,1.3235294117647058
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,it,0.0,unparsed,28,62,34,0.5483870967741935,0.45161290322580644,,1.3235294117647058
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,it,0.8,strongly disagree,2,62,35,0.5645161290322581,0.03225806451612903,0.05714285714285714,1.3142857142857143
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,it,0.8,disagree,24,62,35,0.5645161290322581,0.3870967741935484,0.6857142857142857,1.3142857142857143
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,it,0.8,agree,5,62,35,0.5645161290322581,0.08064516129032258,0.14285714285714285,1.3142857142857143
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,it,0.8,strongly agree,4,62,35,0.5645161290322581,0.06451612903225806,0.11428571428571428,1.3142857142857143
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,it,0.8,unparsed,27,62,35,0.5645161290322581,0.43548387096774194,,1.3142857142857143
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,it,1.5,strongly disagree,2,62,35,0.5645161290322581,0.03225806451612903,0.05714285714285714,1.3142857142857143
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,it,1.5,disagree,24,62,35,0.5645161290322581,0.3870967741935484,0.6857142857142857,1.3142857142857143
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,it,1.5,agree,5,62,35,0.5645161290322581,0.08064516129032258,0.14285714285714285,1.3142857142857143
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,it,1.5,strongly agree,4,62,35,0.5645161290322581,0.06451612903225806,0.11428571428571428,1.3142857142857143
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,it,1.5,unparsed,27,62,35,0.5645161290322581,0.43548387096774194,,1.3142857142857143
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,it,2.5,strongly disagree,2,62,38,0.6129032258064516,0.03225806451612903,0.05263157894736842,1.3421052631578947
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,it,2.5,disagree,25,62,38,0.6129032258064516,0.4032258064516129,0.6578947368421053,1.3421052631578947
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,it,2.5,agree,7,62,38,0.6129032258064516,0.11290322580645161,0.18421052631578946,1.3421052631578947
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,it,2.5,strongly agree,4,62,38,0.6129032258064516,0.06451612903225806,0.10526315789473684,1.3421052631578947
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,it,2.5,unparsed,24,62,38,0.6129032258064516,0.3870967741935484,,1.3421052631578947
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,it,4.0,strongly disagree,2,62,38,0.6129032258064516,0.03225806451612903,0.05263157894736842,1.3421052631578947
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,it,4.0,disagree,25,62,38,0.6129032258064516,0.4032258064516129,0.6578947368421053,1.3421052631578947
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,it,4.0,agree,7,62,38,0.6129032258064516,0.11290322580645161,0.18421052631578946,1.3421052631578947
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,it,4.0,strongly agree,4,62,38,0.6129032258064516,0.06451612903225806,0.10526315789473684,1.3421052631578947
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,it,4.0,unparsed,24,62,38,0.6129032258064516,0.3870967741935484,,1.3421052631578947
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,fr,0.0,strongly disagree,38,62,62,1.0,0.6129032258064516,0.6129032258064516,0.5645161290322581
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,fr,0.0,disagree,15,62,62,1.0,0.24193548387096775,0.24193548387096775,0.5645161290322581
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,fr,0.0,agree,7,62,62,1.0,0.11290322580645161,0.11290322580645161,0.5645161290322581
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,fr,0.0,strongly agree,2,62,62,1.0,0.03225806451612903,0.03225806451612903,0.5645161290322581
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,fr,0.0,unparsed,0,62,62,1.0,0.0,,0.5645161290322581
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,fr,0.8,strongly disagree,37,62,62,1.0,0.5967741935483871,0.5967741935483871,0.5967741935483871
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,fr,0.8,disagree,15,62,62,1.0,0.24193548387096775,0.24193548387096775,0.5967741935483871
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,fr,0.8,agree,8,62,62,1.0,0.12903225806451613,0.12903225806451613,0.5967741935483871
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,fr,0.8,strongly agree,2,62,62,1.0,0.03225806451612903,0.03225806451612903,0.5967741935483871
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,fr,0.8,unparsed,0,62,62,1.0,0.0,,0.5967741935483871
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,fr,1.5,strongly disagree,37,62,62,1.0,0.5967741935483871,0.5967741935483871,0.5967741935483871
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,fr,1.5,disagree,15,62,62,1.0,0.24193548387096775,0.24193548387096775,0.5967741935483871
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,fr,1.5,agree,8,62,62,1.0,0.12903225806451613,0.12903225806451613,0.5967741935483871
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,fr,1.5,strongly agree,2,62,62,1.0,0.03225806451612903,0.03225806451612903,0.5967741935483871
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,fr,1.5,unparsed,0,62,62,1.0,0.0,,0.5967741935483871
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,fr,2.5,strongly disagree,37,62,62,1.0,0.5967741935483871,0.5967741935483871,0.5967741935483871
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,fr,2.5,disagree,15,62,62,1.0,0.24193548387096775,0.24193548387096775,0.5967741935483871
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,fr,2.5,agree,8,62,62,1.0,0.12903225806451613,0.12903225806451613,0.5967741935483871
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,fr,2.5,strongly agree,2,62,62,1.0,0.03225806451612903,0.03225806451612903,0.5967741935483871
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,fr,2.5,unparsed,0,62,62,1.0,0.0,,0.5967741935483871
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,fr,4.0,strongly disagree,37,62,62,1.0,0.5967741935483871,0.5967741935483871,0.5967741935483871
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,fr,4.0,disagree,15,62,62,1.0,0.24193548387096775,0.24193548387096775,0.5967741935483871
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,fr,4.0,agree,8,62,62,1.0,0.12903225806451613,0.12903225806451613,0.5967741935483871
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,fr,4.0,strongly agree,2,62,62,1.0,0.03225806451612903,0.03225806451612903,0.5967741935483871
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,fr,4.0,unparsed,0,62,62,1.0,0.0,,0.5967741935483871
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,es,0.0,strongly disagree,14,62,61,0.9838709677419355,0.22580645161290322,0.22950819672131148,1.098360655737705
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,es,0.0,disagree,33,62,61,0.9838709677419355,0.532258064516129,0.5409836065573771,1.098360655737705
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,es,0.0,agree,8,62,61,0.9838709677419355,0.12903225806451613,0.13114754098360656,1.098360655737705
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,es,0.0,strongly agree,6,62,61,0.9838709677419355,0.0967741935483871,0.09836065573770492,1.098360655737705
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,es,0.0,unparsed,1,62,61,0.9838709677419355,0.016129032258064516,,1.098360655737705
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,es,0.8,strongly disagree,14,62,62,1.0,0.22580645161290322,0.22580645161290322,1.096774193548387
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,es,0.8,disagree,34,62,62,1.0,0.5483870967741935,0.5483870967741935,1.096774193548387
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,es,0.8,agree,8,62,62,1.0,0.12903225806451613,0.12903225806451613,1.096774193548387
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,es,0.8,strongly agree,6,62,62,1.0,0.0967741935483871,0.0967741935483871,1.096774193548387
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,es,0.8,unparsed,0,62,62,1.0,0.0,,1.096774193548387
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,es,1.5,strongly disagree,14,62,61,0.9838709677419355,0.22580645161290322,0.22950819672131148,1.0655737704918034
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,es,1.5,disagree,34,62,61,0.9838709677419355,0.5483870967741935,0.5573770491803278,1.0655737704918034
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,es,1.5,agree,8,62,61,0.9838709677419355,0.12903225806451613,0.13114754098360656,1.0655737704918034
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,es,1.5,strongly agree,5,62,61,0.9838709677419355,0.08064516129032258,0.08196721311475409,1.0655737704918034
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,es,1.5,unparsed,1,62,61,0.9838709677419355,0.016129032258064516,,1.0655737704918034
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,es,2.5,strongly disagree,13,62,61,0.9838709677419355,0.20967741935483872,0.21311475409836064,1.0819672131147542
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,es,2.5,disagree,35,62,61,0.9838709677419355,0.5645161290322581,0.5737704918032787,1.0819672131147542
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,es,2.5,agree,8,62,61,0.9838709677419355,0.12903225806451613,0.13114754098360656,1.0819672131147542
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,es,2.5,strongly agree,5,62,61,0.9838709677419355,0.08064516129032258,0.08196721311475409,1.0819672131147542
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,es,2.5,unparsed,1,62,61,0.9838709677419355,0.016129032258064516,,1.0819672131147542
Mistral-7B-Instruct-v0.2,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2,left,es,4.0,strongly disagree,13,62,61,0.9838709677419355,0.20967741935483872,0.21311475409836064,1.0655737704918034
